time,open,high,low,close,volume
24-05-2021,2008,2009.8,1982,1985.65,3946636
25-05-2021,1996.4,1997,1960,1963.15,6821015
26-05-2021,1975,1979.5,1965.3,1970.05,3452113
27-05-2021,1970.3,1993,1962.25,1976.1,12377100
28-05-2021,1990,2105,1990,2094.8,26060864
31-05-2021,2102,2191.7,2085.05,2160.3,27285782
01-06-2021,2166,2202,2146.5,2168.9,12928379
02-06-2021,2157,2209.5,2157,2201.25,11366816
03-06-2021,2221,2250,2196.1,2209.65,11064116
04-06-2021,2214.8,2216.45,2184.25,2190.5,6677278
